PassengerId,Survived,Pclass,Age,SibSp,Parch,Ticket,Fare,Sex,SurnameID,AverageSurvivalRate,Surname_encoded,Embarked_encoded,Speech_encoded
353,0.0,3,15.0,1,1,2695,7.2292,1,299,0.0,234,0,12
354,0.0,3,25.0,1,0,349237,17.8,1,47,0.0,28,2,12
355,0.0,3,38.778333333333336,0,0,2647,7.225,1,300,0.0,862,0,12
356,0.0,3,28.0,0,0,345783,9.5,1,301,0.0,815,2,12
357,1.0,1,22.0,0,1,113505,55.0,0,302,1.0,94,2,9
358,0.0,2,38.0,0,0,237671,13.0,0,303,0.0,266,2,9
359,1.0,3,20.79,0,0,330931,7.8792,0,304,1.0,508,1,9
360,1.0,3,20.99,0,0,330980,7.8792,0,305,1.0,532,1,9
361,0.0,3,40.0,1,4,347088,27.9,1,61,0.0,739,2,12
362,0.0,2,29.0,1,0,SC/PARIS 2167,27.7208,1,306,0.0,872,0,12
363,0.0,3,45.0,0,1,2691,14.4542,0,307,0.0,53,0,13
364,0.0,3,35.0,0,0,SOTON/O.Q. 3101310,7.05,1,308,0.0,32,2,12
365,0.0,3,30.62,1,0,370365,15.5,1,165,0.3333333333333333,582,1,12
366,0.0,3,30.0,0,0,C 7076,7.25,1,309,0.0,6,2,12
367,1.0,1,60.0,1,0,110813,75.25,0,310,1.0,828,0,13
368,1.0,3,29.935,0,0,2626,7.2292,0,311,1.0,544,0,13
369,1.0,3,21.48,0,0,14313,7.75,0,312,1.0,376,1,9
370,1.0,1,24.0,0,0,PC 17477,69.3,0,313,1.0,39,0,11
371,1.0,1,25.0,1,0,11765,55.4417,1,314,1.0,312,0,12
372,0.0,3,18.0,1,0,3101267,6.4958,1,315,0.0,844,2,12
373,0.0,3,19.0,0,0,323951,8.05,1,316,0.0,65,2,12
374,0.0,1,22.0,0,0,PC 17760,135.6333,1,317,0.0,669,0,12
375,0.0,3,3.0,3,1,349909,21.075,0,7,0.0,608,2,9
376,1.0,1,33.44,1,0,PC 17604,82.1708,0,33,0.3333333333333333,520,0,13
377,1.0,3,22.0,0,0,C 7077,7.25,0,318,1.0,425,2,9
378,0.0,1,27.0,0,2,113503,211.5,1,319,0.0,843,0,12
379,0.0,3,20.0,0,0,2648,4.0125,1,320,0.0,74,0,12
380,0.0,3,19.0,0,0,347069,7.775,1,99,0.0,301,2,12
381,1.0,1,42.0,0,0,PC 17757,227.525,0,321,1.0,75,0,9
382,1.0,3,1.0,0,2,2653,15.7417,0,322,1.0,555,0,9
383,0.0,3,32.0,0,0,STON/O 2. 3101293,7.925,1,323,0.0,792,2,12
384,1.0,1,35.0,1,0,113789,52.0,0,34,0.5,349,2,13
385,0.0,3,24.92,0,0,349227,7.8958,1,324,0.0,645,2,12
386,0.0,2,18.0,0,0,S.O.C. 14879,73.5,1,325,0.3333333333333333,195,2,12
387,0.0,3,1.0,5,2,CA 2144,46.9,1,57,0.0,292,2,8
388,1.0,2,36.0,0,0,27849,13.0,0,326,1.0,110,2,9
389,0.0,3,31.09,0,0,367655,7.7292,1,327,0.0,697,1,12
390,1.0,2,17.0,0,0,SC 1748,12.0,0,328,1.0,435,0,9
391,1.0,1,36.0,1,2,113760,120.0,1,218,0.6666666666666666,131,2,12
392,1.0,3,21.0,0,0,350034,7.7958,1,329,1.0,370,2,12
393,0.0,3,28.0,2,0,3101277,7.925,1,99,0.0,301,2,12
394,1.0,1,23.0,1,0,35273,113.275,0,190,0.6666666666666666,565,0,9
395,1.0,3,24.0,0,2,PP 9549,16.7,0,10,1.0,707,2,13
396,0.0,3,22.0,0,0,350052,7.7958,1,98,0.0,380,2,12
397,0.0,3,31.0,0,0,350407,7.8542,0,245,0.0,595,2,9
398,0.0,2,46.0,0,0,28403,26.0,1,330,0.0,510,2,12
399,0.0,2,23.0,0,0,244278,10.5,1,331,0.0,606,2,4
400,1.0,2,28.0,0,0,240929,12.65,0,332,1.0,803,2,13
401,1.0,3,39.0,0,0,STON/O 2. 3101289,7.925,1,333,1.0,574,2,12
402,0.0,3,26.0,0,0,341826,8.05,1,334,0.0,7,2,12
403,0.0,3,21.0,1,0,4137,9.825,0,107,0.3333333333333333,388,2,9
404,0.0,3,28.0,1,0,STON/O2. 3101279,15.85,1,130,0.5,305,2,12
405,0.0,3,20.0,0,0,315096,8.6625,0,335,0.0,598,2,9
406,0.0,2,34.0,1,0,28664,21.0,1,336,0.0,269,2,12
407,0.0,3,51.0,0,0,347064,7.75,1,337,0.0,842,2,12
408,1.0,2,3.0,1,1,29106,18.75,1,338,1.0,666,2,8
409,0.0,3,21.0,0,0,312992,7.775,1,339,0.0,78,2,12
410,0.0,3,6.020166666666666,3,1,4133,25.4667,0,157,0.0,434,2,9
411,0.0,3,30.71,0,0,349222,7.8958,1,340,0.0,714,2,12
412,0.0,3,31.625,0,0,394140,6.8583,1,273,0.5,319,1,12
413,1.0,1,33.0,1,0,19928,90.0,0,214,0.5,525,1,9
414,0.0,2,37.61,0,0,239853,0.0,1,341,0.0,183,2,12
415,1.0,3,44.0,0,0,STON/O 2. 3101269,7.925,1,342,1.0,776,2,12
416,0.0,3,42.795,0,0,343095,8.05,0,343,0.0,515,2,13
417,1.0,2,34.0,1,1,28220,32.5,0,344,1.0,222,2,13
418,1.0,2,18.0,0,2,250652,13.0,0,345,1.0,726,2,9
419,0.0,2,30.0,0,0,28228,13.0,1,346,0.0,496,2,12
420,0.0,3,10.0,0,2,345773,24.15,0,347,0.0,811,2,9
421,0.0,3,28.79,0,0,349254,7.8958,1,348,0.0,277,0,12
422,0.0,3,21.0,0,0,A/5. 13032,7.7333,1,349,0.0,140,1,12
423,0.0,3,29.0,0,0,315082,7.875,1,350,0.0,867,2,12
424,0.0,3,28.0,1,1,347080,14.4,0,351,0.0,189,2,13
425,0.0,3,18.0,1,1,370129,20.2125,1,222,0.0,681,2,12
426,0.0,3,28.48,0,0,A/4. 34244,7.25,1,352,0.0,855,2,12
427,1.0,2,28.0,1,0,2003,26.0,0,353,1.0,151,2,13
428,1.0,2,19.0,0,0,250655,26.0,0,354,1.0,642,2,9
429,0.0,3,35.96,0,0,364851,7.75,1,355,0.3333333333333333,252,1,12
430,1.0,3,32.0,0,0,SOTON/O.Q. 392078,8.05,1,356,1.0,643,2,12
431,1.0,1,28.0,0,0,110564,26.55,1,357,1.0,83,2,12
432,1.0,3,29.01,1,0,376564,16.1,0,358,0.5,791,2,13
433,1.0,2,42.0,1,0,SC/AH 3085,26.0,0,359,1.0,464,2,13
434,0.0,3,17.0,0,0,STON/O 2. 3101274,7.125,1,360,0.0,389,2,12
435,0.0,1,50.0,1,0,13507,55.9,1,361,0.5,728,2,12
436,1.0,1,14.0,1,2,113760,120.0,0,218,0.6666666666666666,131,2,9
437,0.0,3,21.0,2,2,W./C. 6608,34.375,0,82,0.0,255,2,9
438,1.0,2,24.0,2,3,29106,18.75,0,338,1.0,666,2,13
439,0.0,1,64.0,1,4,19950,263.0,1,26,0.5,257,2,12
440,0.0,2,31.0,0,0,C.A. 18723,10.5,1,362,0.0,418,2,12
441,1.0,2,45.0,1,1,F.C.C. 13529,26.25,0,273,0.5,319,2,13
442,0.0,3,20.0,0,0,345769,9.5,1,363,0.0,308,2,12
443,0.0,3,25.0,1,0,347076,7.775,1,364,0.0,639,2,12
444,1.0,2,28.0,0,0,230434,13.0,0,365,1.0,661,2,14
445,1.0,3,33.365,0,0,65306,8.1125,1,366,1.0,378,2,12
446,1.0,1,4.0,0,2,33638,81.8583,1,367,1.0,211,2,8
447,1.0,2,13.0,0,1,250644,19.5,0,237,1.0,516,2,9
448,1.0,1,34.0,0,0,113794,26.55,1,368,1.0,717,2,12
449,1.0,3,5.0,2,1,2666,19.2583,0,369,1.0,44,0,9
450,1.0,1,52.0,0,0,113786,30.5,1,370,1.0,641,2,7
451,0.0,2,36.0,1,2,C.A. 34651,27.75,1,56,0.6666666666666666,836,2,12
452,0.0,3,25.92,1,0,65303,19.9667,1,371,0.0,304,2,12
453,0.0,1,30.0,0,0,113051,27.75,1,372,0.0,256,0,12
454,1.0,1,49.0,1,0,17453,89.1042,1,373,1.0,288,0,12
455,0.0,3,25.03,0,0,A/5 2817,8.05,1,374,0.0,624,2,12
456,1.0,3,29.0,0,0,349240,7.8958,1,375,1.0,369,0,12
457,0.0,1,65.0,0,0,13509,26.55,1,376,0.0,523,2,12
458,1.0,1,42.38,1,0,17464,51.8625,0,377,1.0,404,2,13
459,1.0,2,50.0,0,0,F.C.C. 13531,10.5,0,378,1.0,796,2,9
460,0.0,3,32.235,0,0,371060,7.75,1,379,0.0,584,1,12
461,1.0,1,48.0,0,0,19952,26.55,1,380,1.0,20,2,12
462,0.0,3,34.0,0,0,364506,8.05,1,381,0.0,540,2,12
463,0.0,1,47.0,0,0,111320,38.5,1,382,0.0,275,2,12
464,0.0,2,48.0,0,0,234360,13.0,1,383,0.0,524,2,12
465,0.0,3,39.37,0,0,A/S 2816,8.05,1,384,0.0,481,2,12
466,0.0,3,38.0,0,0,SOTON/O.Q. 3101306,7.05,1,385,0.0,291,2,12
467,0.0,2,32.08,0,0,239853,0.0,1,386,0.0,121,2,12
468,0.0,1,56.0,0,0,113792,26.55,1,387,0.0,745,2,12
469,0.0,3,29.43,0,0,36209,7.725,1,388,0.0,711,1,12
470,1.0,3,0.75,2,1,2666,19.2583,0,369,1.0,44,0,9
471,0.0,3,22.265,0,0,323592,7.25,1,389,0.0,399,2,12
472,0.0,3,38.0,0,0,315089,8.6625,1,390,0.0,115,2,12
473,1.0,2,33.0,1,2,C.A. 34651,27.75,0,56,0.6666666666666666,836,2,13
474,1.0,2,23.0,0,0,SC/AH Basle 541,13.7917,0,391,1.0,377,0,13
475,0.0,3,22.0,0,0,7553,9.8375,0,392,0.0,770,2,9
476,0.0,1,34.64,0,0,110465,52.0,1,393,0.0,153,2,12
477,0.0,2,34.0,1,0,31027,21.0,1,394,0.5,659,2,12
478,0.0,3,29.0,1,0,3460,7.0458,1,0,0.0,100,2,12
479,0.0,3,22.0,0,0,350060,7.5208,1,395,0.0,393,2,12
480,1.0,3,2.0,0,1,3101298,12.2875,0,396,1.0,342,2,9
481,0.0,3,9.0,5,2,CA 2144,46.9,1,57,0.0,292,2,8
482,0.0,2,41.075,0,0,239854,0.0,1,397,0.0,264,2,12
483,0.0,3,50.0,0,0,A/5 3594,8.05,1,398,0.0,688,2,12
484,1.0,3,63.0,0,0,4134,9.5875,0,399,1.0,808,2,13
485,1.0,1,25.0,1,0,11967,91.0792,1,254,1.0,80,0,12
486,0.0,3,6.020166666666666,3,1,4133,25.4667,0,157,0.0,434,2,9
487,1.0,1,35.0,1,0,19943,90.0,0,198,0.6666666666666666,356,2,13
488,0.0,1,58.0,0,0,11771,29.7,1,400,0.0,403,0,12
489,0.0,3,30.0,0,0,A.5. 18509,8.05,1,401,0.0,752,2,12
490,1.0,3,9.0,1,1,C.A. 37671,15.9,1,295,1.0,175,2,8
491,0.0,3,25.92,1,0,65304,19.9667,1,371,0.0,304,2,12
492,0.0,3,21.0,0,0,SOTON/OQ 3101317,7.25,1,402,0.0,853,2,12
493,0.0,1,55.0,0,0,113787,30.5,1,403,0.0,534,2,12
494,0.0,1,71.0,0,0,PC 17609,49.5042,1,404,0.0,30,0,12
495,0.0,3,21.0,0,0,A/4 45380,8.05,1,405,0.5,760,2,12
496,0.0,3,29.835,0,0,2627,14.4583,1,406,0.0,863,0,12
497,1.0,1,54.0,1,0,36947,78.2667,0,407,1.0,240,0,9
498,0.0,3,31.48,0,0,C.A. 6212,15.1,1,408,0.0,721,2,12
499,0.0,1,25.0,1,2,113781,151.55,0,260,0.3333333333333333,16,2,13
500,0.0,3,24.0,0,0,350035,7.7958,1,409,0.0,779,2,12
501,0.0,3,17.0,0,0,315086,8.6625,1,148,0.0,119,2,12
502,0.0,3,21.0,0,0,364846,7.75,0,410,0.0,122,1,9
503,0.0,3,25.15,0,0,330909,7.6292,0,411,0.0,590,1,9
504,0.0,3,37.0,0,0,4135,9.5875,0,412,0.0,421,2,9
505,1.0,1,16.0,0,0,110152,86.5,0,413,1.0,480,2,9
506,0.0,1,18.0,1,0,PC 17758,108.9,1,266,0.5,627,0,12
507,1.0,2,33.0,0,2,26360,26.0,0,414,1.0,652,2,13
508,1.0,1,40.35,0,0,111427,26.55,1,415,1.0,96,2,12
509,0.0,3,28.0,0,0,C 4001,22.525,1,140,0.0,594,2,12
510,1.0,3,26.0,0,0,1601,56.4958,1,416,1.0,427,2,12
511,1.0,3,29.0,0,0,382651,7.75,1,417,1.0,188,1,12
512,0.0,3,29.405,0,0,SOTON/OQ 3101316,8.05,1,114,0.5,831,2,12
513,1.0,1,36.0,0,0,PC 17473,26.2875,1,418,1.0,507,2,12
514,1.0,1,54.0,1,0,PC 17603,59.4,0,419,1.0,687,0,13
515,0.0,3,24.0,0,0,349209,7.4958,1,420,0.0,157,2,12
516,0.0,1,47.0,0,0,36967,34.0208,1,421,0.0,825,2,12
517,1.0,2,34.0,0,0,C.A. 34260,10.5,0,422,1.0,439,2,13
518,0.0,3,30.635,0,0,371110,24.15,1,423,0.0,692,1,12
519,1.0,2,36.0,1,0,226875,26.0,0,424,1.0,26,2,13
520,0.0,3,32.0,0,0,349242,7.8958,1,425,0.0,618,2,12
521,1.0,1,30.0,0,0,12749,93.5,0,426,1.0,631,2,9
522,0.0,3,22.0,0,0,349252,7.8958,1,427,0.0,822,2,12
523,0.0,3,24.805,0,0,2624,7.225,1,428,0.0,419,0,12
524,1.0,1,44.0,0,1,111361,57.9792,0,284,1.0,341,0,13
525,0.0,3,23.53,0,0,2700,7.2292,1,429,0.0,396,0,12
526,0.0,3,40.5,0,0,367232,7.75,1,430,0.0,244,1,12
527,1.0,2,50.0,0,0,W./C. 14258,10.5,0,431,1.0,667,2,9
528,0.0,1,36.305,0,0,PC 17483,221.7792,1,432,0.0,245,2,12
529,0.0,3,39.0,0,0,3101296,7.925,1,433,0.0,705,2,12
530,0.0,2,23.0,2,1,29104,11.5,1,434,0.5,343,2,12
531,1.0,2,2.0,1,1,26360,26.0,0,414,1.0,652,2,9
532,0.0,3,34.305,0,0,2641,7.2292,1,435,0.0,800,0,12
533,0.0,3,17.0,1,1,2690,7.2292,1,299,0.0,234,0,12
534,1.0,3,27.04,0,2,2668,22.3583,0,117,1.0,634,0,13
535,0.0,3,30.0,0,0,315084,8.6625,0,390,0.0,115,2,9
536,1.0,2,7.0,0,2,F.C.C. 13529,26.25,0,273,0.5,319,2,9
537,0.0,1,45.0,0,0,113050,26.55,1,436,0.0,112,2,7
538,1.0,1,30.0,0,0,PC 17761,106.425,0,437,1.0,431,0,9
539,0.0,3,36.51166666666667,0,0,364498,14.5,1,438,0.0,672,2,12
540,1.0,1,22.0,0,2,13568,49.5,0,439,1.0,262,0,9
541,1.0,1,36.0,0,2,WE/P 5735,71.0,0,440,0.5,180,2,9
542,0.0,3,9.0,4,2,347082,31.275,0,13,0.2222222222222222,21,2,9
543,0.0,3,11.0,4,2,347082,31.275,0,13,0.2222222222222222,21,2,9
544,1.0,2,32.0,1,0,2908,26.0,1,441,1.0,62,2,12
545,0.0,1,50.0,1,0,PC 17761,106.425,1,442,0.0,216,0,12
546,0.0,1,64.0,0,0,693,26.0,1,443,0.0,568,2,12
547,1.0,2,19.0,1,0,2908,26.0,0,441,1.0,62,2,13
548,1.0,2,28.805,0,0,SC/PARIS 2146,13.8625,1,444,1.0,605,0,12
549,0.0,3,33.0,1,1,363291,20.525,1,149,0.6666666666666666,290,2,12
550,1.0,2,8.0,1,1,C.A. 33112,36.75,1,325,0.3333333333333333,195,2,8
551,1.0,1,17.0,0,2,17421,110.8833,1,445,0.6666666666666666,786,0,12
552,0.0,2,27.0,0,0,244358,26.0,1,446,0.0,718,2,12
553,0.0,3,31.64,0,0,330979,7.8292,1,165,0.3333333333333333,582,1,12
554,1.0,3,22.0,0,0,2620,7.225,1,447,1.0,433,0,12
555,1.0,3,22.0,0,0,347085,7.775,0,448,1.0,592,2,9
556,0.0,1,62.0,0,0,113807,26.55,1,449,0.0,858,2,12
557,1.0,1,48.0,1,0,11755,39.6,0,450,1.0,224,0,6
558,0.0,1,33.145,0,0,PC 17757,227.525,1,451,0.0,673,0,12
559,1.0,1,39.0,1,1,110413,79.65,0,228,0.6666666666666666,783,2,13
560,1.0,3,36.0,1,0,345572,17.4,0,452,1.0,869,2,13
561,0.0,3,30.0,0,0,372622,7.75,1,453,0.0,541,1,12
562,0.0,3,40.0,0,0,349251,7.8958,1,454,0.0,735,2,12
563,0.0,2,28.0,0,0,218629,13.5,1,455,0.0,575,2,12
564,0.0,3,26.195,0,0,SOTON/OQ 392082,8.05,1,456,0.0,729,2,12
565,0.0,3,26.41,0,0,SOTON/O.Q. 392087,8.05,0,457,0.0,514,2,9
566,0.0,3,24.0,2,0,A/4 48871,24.15,1,325,0.3333333333333333,195,2,12
567,0.0,3,19.0,0,0,349205,7.8958,1,458,0.0,769,2,12
568,0.0,3,29.0,0,4,349909,21.075,0,7,0.0,608,2,13
569,0.0,3,30.205,0,0,2686,7.2292,1,459,0.0,212,0,12
570,1.0,3,32.0,0,0,350417,7.8542,1,460,1.0,386,2,12
571,1.0,2,62.0,0,0,S.W./PP 752,10.5,1,60,0.5,317,2,12
572,1.0,1,53.0,2,0,11769,51.4792,0,461,1.0,27,2,13
573,1.0,1,36.0,0,0,PC 17474,26.3875,1,355,0.3333333333333333,252,2,12
574,1.0,3,21.815,0,0,14312,7.75,0,262,0.75,401,1,9
575,0.0,3,16.0,0,0,A/4. 20589,8.05,1,462,0.0,691,2,12
576,0.0,3,19.0,0,0,358585,14.5,1,463,0.0,616,2,12
577,1.0,2,34.0,0,0,243880,13.0,0,464,1.0,272,2,9
578,1.0,1,39.0,1,0,13507,55.9,0,361,0.5,728,2,13
579,0.0,3,29.04,1,0,2689,14.4583,0,465,0.0,125,0,13
580,1.0,3,32.0,0,0,STON/O 2. 3101286,7.925,1,107,0.3333333333333333,388,2,12
581,1.0,2,25.0,1,1,237789,30.0,0,466,1.0,148,2,9
582,1.0,1,39.0,1,1,17421,110.8833,0,445,0.6666666666666666,786,0,13
583,0.0,2,54.0,0,0,28403,26.0,1,467,0.0,218,2,12
584,0.0,1,36.0,0,0,13049,40.125,1,468,0.0,684,0,12
585,0.0,3,24.81,0,0,3411,8.7125,1,469,0.0,617,0,12
586,1.0,1,18.0,0,2,110413,79.65,0,228,0.6666666666666666,783,2,9
587,0.0,2,47.0,0,0,237565,15.0,1,470,0.0,372,2,12
588,1.0,1,60.0,1,1,13567,79.2,1,471,1.0,263,0,12
589,0.0,3,22.0,0,0,14973,8.05,1,472,0.0,282,2,12
590,0.0,3,31.795,0,0,A./5. 3235,8.05,1,473,0.0,549,2,12
591,0.0,3,35.0,0,0,STON/O 2. 3101273,7.125,1,474,0.0,670,2,12
592,1.0,1,52.0,1,0,36947,78.2667,0,475,1.0,764,0,13
593,0.0,3,47.0,0,0,A/5 3902,7.25,1,476,0.0,235,2,12
594,0.0,3,24.984728571428573,0,2,364848,7.75,0,167,0.0,91,1,9
595,0.0,2,37.0,1,0,SC/AH 29037,26.0,1,477,0.0,139,2,12
596,0.0,3,36.0,1,1,345773,24.15,1,347,0.0,811,2,12
597,1.0,2,22.3,0,0,248727,33.0,0,478,1.0,437,2,9
598,0.0,3,49.0,0,0,LINE,0.0,1,8,0.5,382,2,12
599,0.0,3,26.055,0,0,2664,7.225,1,128,0.0,90,0,12
600,1.0,1,49.0,1,0,PC 17485,56.9292,1,450,1.0,224,0,16
601,1.0,2,24.0,2,1,243847,27.0,0,192,0.5,368,2,13
602,0.0,3,29.29,0,0,349214,7.8958,1,479,0.0,740,2,12
603,0.0,1,43.74,0,0,113796,42.4,1,480,0.0,316,2,12
604,0.0,3,44.0,0,0,364511,8.05,1,481,0.0,797,2,12
605,1.0,1,35.0,0,0,111426,26.55,1,482,1.0,350,0,12
606,0.0,3,36.0,1,0,349910,15.55,1,483,0.0,451,2,12
607,0.0,3,30.0,0,0,349246,7.8958,1,484,0.0,392,2,12
608,1.0,1,27.0,0,0,113804,30.5,1,485,1.0,190,2,12
609,1.0,2,22.0,1,2,SC/Paris 2123,41.5792,0,41,0.6666666666666666,428,0,13
610,1.0,1,40.0,0,0,PC 17582,153.4625,0,486,1.0,725,2,9
611,0.0,3,39.0,1,5,347082,31.275,0,13,0.2222222222222222,21,2,13
612,0.0,3,31.875,0,0,SOTON/O.Q. 3101305,7.05,1,487,0.0,371,2,12
613,1.0,3,16.72,1,0,367230,15.5,0,211,1.0,550,1,9
614,0.0,3,36.99,0,0,370377,7.75,1,488,0.0,353,1,12
615,0.0,3,35.0,0,0,364512,8.05,1,489,0.0,103,2,12
616,1.0,2,24.0,1,2,220845,65.0,0,490,1.0,335,2,9
617,0.0,3,34.0,1,1,347080,14.4,1,351,0.0,189,2,12
618,0.0,3,26.0,1,0,A/5. 3336,16.1,0,221,0.0,459,2,13
619,1.0,2,4.0,2,1,230136,39.0,0,162,1.0,66,2,9
620,0.0,2,26.0,0,0,31028,10.5,1,491,0.0,274,2,12
621,0.0,3,27.0,1,0,2659,14.4542,1,492,0.5,859,0,12
622,1.0,1,42.0,1,0,11753,52.5542,1,493,1.0,408,2,12
623,1.0,3,20.0,1,1,2653,15.7417,1,322,1.0,555,0,12
624,0.0,3,21.0,0,0,350029,7.8542,1,494,0.0,310,2,12
625,0.0,3,21.0,0,0,54636,16.1,1,495,0.0,92,2,12
626,0.0,1,61.0,0,0,36963,32.3208,1,496,0.0,778,2,12
627,0.0,2,57.0,0,0,219533,12.35,1,497,0.0,411,1,15
628,1.0,1,21.0,0,0,13502,77.9583,0,498,1.0,462,2,9
629,0.0,3,26.0,0,0,349224,7.8958,1,499,0.0,88,2,12
630,0.0,3,29.585,0,0,334912,7.7333,1,500,0.0,583,1,12
631,1.0,1,80.0,0,0,27042,30.0,1,501,1.0,55,2,12
632,0.0,3,51.0,0,0,347743,7.0542,1,502,0.0,467,2,12
633,1.0,1,32.0,0,0,13214,30.5,1,503,1.0,757,0,4
634,0.0,1,48.93,0,0,112052,0.0,1,504,0.0,612,2,12
635,0.0,3,9.0,3,2,347088,27.9,0,61,0.0,739,2,9
636,1.0,2,28.0,0,0,237668,13.0,0,505,1.0,196,2,9
637,0.0,3,32.0,0,0,STON/O 2. 3101292,7.925,1,506,0.0,436,2,12
638,0.0,2,31.0,1,1,C.A. 31921,26.25,1,208,0.6666666666666666,162,2,12
639,0.0,3,41.0,0,5,3101295,39.6875,0,48,0.0,609,2,13
640,0.0,3,28.655,1,0,376564,16.1,1,358,0.5,791,2,12
641,0.0,3,20.0,0,0,350050,7.8542,1,507,0.0,375,2,12
642,1.0,1,24.0,0,0,PC 17477,69.3,0,508,1.0,701,0,10
643,0.0,3,2.0,3,2,347088,27.9,0,61,0.0,739,2,9
644,1.0,3,27.815,0,0,1601,56.4958,1,509,1.0,254,2,12
645,1.0,3,0.75,2,1,2666,19.2583,0,369,1.0,44,0,9
646,1.0,1,48.0,1,0,PC 17572,76.7292,1,50,0.75,315,0,12
647,0.0,3,19.0,0,0,349231,7.8958,1,510,0.0,169,2,12
648,1.0,1,56.0,0,0,13213,35.5,1,511,1.0,730,0,1
649,0.0,3,33.98,0,0,S.O./P.P. 751,7.55,1,512,0.0,849,2,12
650,1.0,3,23.0,0,0,CA. 2314,7.55,0,405,0.5,760,2,9
651,0.0,3,28.585,0,0,349221,7.8958,1,513,0.0,530,2,12
652,1.0,2,18.0,0,1,231919,23.0,0,93,1.0,213,2,9
653,0.0,3,21.0,0,0,8475,8.4333,1,514,0.0,390,2,12
654,1.0,3,20.645,0,0,330919,7.8292,0,515,1.0,589,1,9
655,0.0,3,18.0,0,0,365226,6.75,0,516,0.0,328,1,9
656,0.0,2,24.0,2,0,S.O.C. 14879,73.5,1,112,0.0,337,2,12
657,0.0,3,32.95,0,0,349223,7.8958,1,517,0.0,653,2,12
658,0.0,3,32.0,1,1,364849,15.5,0,167,0.0,91,1,13
659,0.0,2,23.0,0,0,29751,13.0,1,518,0.0,231,2,12
660,0.0,1,58.0,0,2,35273,113.275,1,190,0.6666666666666666,565,0,12
661,1.0,1,50.0,2,0,PC 17611,133.65,1,286,1.0,261,2,4
662,0.0,3,40.0,0,0,2623,7.225,1,519,0.0,46,0,12
663,0.0,1,47.0,0,0,5727,25.5875,1,520,0.0,161,2,12
664,0.0,3,36.0,0,0,349210,7.4958,1,420,0.0,157,2,12
665,1.0,3,20.0,1,0,STON/O 2. 3101285,7.925,1,521,1.0,452,2,12
666,0.0,2,32.0,2,0,S.O.C. 14879,73.5,1,112,0.0,337,2,12
667,0.0,2,25.0,0,0,234686,13.0,1,522,0.0,111,2,12
668,0.0,3,33.885,0,0,312993,7.775,1,523,0.0,679,2,12
669,0.0,3,43.0,0,0,A/5 3536,8.05,1,524,0.0,168,2,12
670,1.0,1,47.73,1,0,19996,52.0,0,525,1.0,784,2,13
671,1.0,2,40.0,1,1,29750,39.0,0,172,0.75,104,2,13
672,0.0,1,31.0,1,0,F.C. 12750,52.0,1,526,0.0,194,2,12
673,0.0,2,70.0,0,0,C.A. 24580,10.5,1,527,0.0,529,2,12
674,1.0,2,31.0,0,0,244270,13.0,1,528,1.0,845,2,12
675,0.0,2,41.97,0,0,239856,0.0,1,529,0.0,829,2,12
676,0.0,3,18.0,0,0,349912,7.775,1,530,0.0,230,2,12
677,0.0,3,24.5,0,0,342826,8.05,1,531,0.0,710,2,12
678,1.0,3,18.0,0,0,4138,9.8417,0,532,1.0,807,2,9
679,0.0,3,43.0,1,6,CA 2144,46.9,0,57,0.0,292,2,13
680,1.0,1,36.0,0,1,PC 17755,512.3292,1,533,1.0,127,0,12
681,0.0,3,23.495,0,0,330935,8.1375,0,534,0.0,635,1,9
682,1.0,1,27.0,0,0,PC 17572,76.7292,1,535,1.0,320,0,12
683,0.0,3,20.0,0,0,6563,9.225,1,536,0.0,596,2,12
684,0.0,3,14.0,5,2,CA 2144,46.9,1,57,0.0,292,2,12
685,0.0,2,60.0,1,1,29750,39.0,1,172,0.75,104,2,12
686,0.0,2,25.0,1,2,SC/Paris 2123,41.5792,1,41,0.6666666666666666,428,0,12
687,0.0,3,14.0,4,1,3101295,39.6875,1,48,0.0,609,2,12
688,0.0,3,19.0,0,0,349228,10.1708,1,537,0.0,187,2,12
689,0.0,3,18.0,0,0,350036,7.7958,1,538,0.0,249,2,12
690,1.0,1,15.0,0,1,24160,211.3375,0,539,1.0,475,2,9
691,1.0,1,31.0,1,0,17474,57.0,1,540,1.0,207,2,12
692,1.0,3,4.0,0,1,349256,13.4167,0,541,1.0,395,0,9
693,1.0,3,28.785,0,0,1601,56.4958,1,542,0.5,423,2,12
694,0.0,3,25.0,0,0,2672,7.225,1,543,0.0,694,0,12
695,0.0,1,60.0,0,0,113800,26.55,1,544,0.0,832,2,1
696,0.0,2,52.0,0,0,248731,13.5,1,477,0.0,139,2,12
697,0.0,3,44.0,0,0,363592,8.05,1,262,0.75,401,2,12
698,1.0,3,19.635,0,0,35852,7.7333,0,545,1.0,547,1,9
699,0.0,1,49.0,1,1,17421,110.8833,1,445,0.6666666666666666,786,0,12
700,0.0,3,42.0,0,0,348121,7.65,1,546,0.0,357,2,12
701,1.0,1,18.0,1,0,PC 17757,227.525,0,547,1.0,37,0,13
702,1.0,1,35.0,0,0,PC 17475,26.2875,1,548,1.0,727,2,12
703,0.0,3,18.0,0,1,2691,14.4542,0,307,0.0,53,0,9
704,0.0,3,25.0,0,0,36864,7.7417,1,549,0.0,270,1,12
705,0.0,3,26.0,1,0,350025,7.8542,1,494,0.0,310,2,12
706,0.0,2,39.0,0,0,250655,26.0,1,381,0.0,540,2,12
