PassengerId,Survived,Sex,Pclass,Is_from_Cherbourg,Is_Child,FareBin_Code,AgeBin_Code
772,0.0,1,3,0,0,0,3
773,0.0,0,2,0,0,1,3
774,0.0,1,3,1,0,0,1
775,1.0,0,2,0,0,3,3
776,0.0,1,3,0,0,0,0
777,0.0,1,3,0,0,0,2
778,1.0,0,3,0,1,2,0
779,0.0,1,3,0,0,0,1
780,1.0,0,1,0,0,4,3
781,1.0,0,3,1,0,0,0
782,1.0,0,1,0,0,4,0
783,0.0,1,1,0,0,3,2
784,0.0,1,3,0,0,3,2
785,0.0,1,3,0,0,0,1
786,0.0,1,3,0,0,0,1
787,1.0,0,3,0,0,0,0
788,0.0,1,3,0,1,3,0
789,1.0,1,3,0,1,2,0
790,0.0,1,1,1,0,4,3
791,0.0,1,3,0,0,0,2
792,0.0,1,2,0,0,3,0
793,0.0,0,3,0,0,4,1
794,0.0,1,1,1,0,3,3
795,0.0,1,3,0,0,1,1
796,0.0,1,2,0,0,2,3
797,1.0,0,1,0,0,3,3
798,1.0,0,3,0,0,1,2
799,0.0,1,3,1,0,0,2
800,0.0,0,3,0,0,3,2
801,0.0,1,2,0,0,2,2
802,1.0,0,2,0,0,3,2
803,1.0,1,1,0,0,4,0
804,1.0,1,3,1,1,1,0
805,1.0,1,3,0,0,0,1
806,0.0,1,3,0,0,0,2
807,0.0,1,1,0,0,0,3
808,0.0,0,3,0,0,0,0
809,0.0,1,2,0,0,2,3
810,1.0,0,1,0,0,4,2
811,0.0,1,3,0,0,1,1
812,0.0,1,3,0,0,3,3
813,0.0,1,2,0,0,1,2
814,0.0,0,3,0,1,3,0
815,0.0,1,3,0,0,1,2
816,0.0,1,1,0,0,0,3
817,0.0,0,3,0,0,1,1
818,0.0,1,2,1,0,3,2
819,0.0,1,3,0,0,0,3
820,0.0,1,3,0,0,3,0
821,1.0,0,1,0,0,4,3
822,1.0,1,3,0,0,1,1
823,0.0,1,1,0,0,0,3
824,1.0,0,3,0,0,2,1
825,0.0,1,3,0,1,3,0
826,0.0,1,3,0,0,0,2
827,0.0,1,3,0,0,4,2
828,1.0,1,2,1,1,3,0
829,1.0,1,3,0,0,0,2
830,1.0,0,1,0,0,4,3
831,1.0,0,3,1,0,2,0
832,1.0,1,2,0,1,2,0
833,0.0,1,3,1,0,0,1
834,0.0,1,3,0,0,0,1
835,0.0,1,3,0,0,1,0
836,1.0,0,1,1,0,4,3
837,0.0,1,3,0,0,1,0
838,0.0,1,3,0,0,1,2
839,1.0,1,3,0,0,4,2
840,1.0,1,1,1,0,3,3
841,0.0,1,3,0,0,1,0
842,0.0,1,2,0,0,1,0
843,1.0,0,1,1,0,3,2
844,0.0,1,3,1,0,0,2
845,0.0,1,3,0,0,1,0
846,0.0,1,3,0,0,0,3
847,0.0,1,3,0,0,4,0
848,0.0,1,3,1,0,1,2
849,0.0,1,2,0,0,3,1
850,1.0,0,1,1,0,4,2
851,0.0,1,3,0,1,3,0
852,0.0,1,3,0,0,0,3
853,0.0,0,3,1,0,2,0
854,1.0,0,1,0,0,3,0
855,0.0,0,2,0,0,3,3
856,1.0,0,3,0,0,1,0
857,1.0,0,1,0,0,4,3
858,1.0,1,1,0,0,3,3
859,1.0,0,3,1,0,2,1
860,0.0,1,3,1,0,0,1
861,0.0,1,3,0,0,2,3
862,0.0,1,2,0,0,2,0
863,1.0,0,1,0,0,3,3
864,0.0,0,3,0,0,4,1
865,0.0,1,2,0,0,2,1
866,1.0,0,2,0,0,2,3
867,1.0,0,2,1,0,2,1
868,0.0,1,1,0,0,4,2
869,0.0,1,3,0,0,1,1
870,1.0,1,3,0,1,2,0
871,0.0,1,3,0,0,1,1
872,1.0,0,1,0,0,4,3
873,0.0,1,1,0,0,0,2
874,0.0,1,3,0,0,1,3
875,1.0,0,2,1,0,3,1
876,1.0,0,3,1,0,0,0
877,0.0,1,3,0,0,1,0
878,0.0,1,3,0,0,1,0
879,0.0,1,3,0,0,1,1
880,1.0,0,1,1,0,4,3
881,1.0,0,2,0,0,3,1
882,0.0,1,3,0,0,1,2
883,0.0,0,3,0,0,2,0
884,0.0,1,2,0,0,1,1
885,0.0,1,3,0,0,0,1
886,0.0,0,3,0,0,3,3
887,0.0,1,2,0,0,2,1
888,1.0,0,1,0,0,3,0
889,0.0,0,3,0,1,3,0
890,1.0,1,1,1,0,3,1
891,0.0,1,3,0,0,0,2
